order_item_id,order_id,product_id,quantity,unit_price
1069,428,4,1,8918.81
1070,428,16,2,8347.8
1071,429,20,3,4277.91
1072,430,8,3,3423.54
1073,430,1,1,11162.02
1074,431,23,1,9579.43
1075,431,34,2,13482.67
1076,431,47,1,13077.2
1077,431,17,3,8723.68
1078,432,50,1,14309.47
1079,433,34,3,13482.67
1080,433,5,3,1541.37
1081,433,17,3,8723.68
1082,434,4,1,8918.81
1083,434,32,2,3812.42
1084,434,37,1,2419.69
1085,435,15,3,2003.67
1086,436,16,1,8347.8
1087,437,12,3,1527.28
1088,437,3,3,11148.92
1089,438,21,2,5647.19
1090,438,16,3,8347.8
1091,439,37,2,2419.69
1092,440,12,1,1527.28
1093,441,5,2,1541.37
1094,441,30,2,9883.26
1095,441,19,1,12851.47
1096,441,50,3,14309.47
1097,442,19,2,12851.47
1098,442,37,3,2419.69
1099,443,38,1,6419.08
1100,443,32,3,3812.42
1101,443,50,3,14309.47
1102,444,1,1,11162.02
1103,444,27,1,12353.77
1104,445,22,1,4114.62
1105,446,7,1,10782.89
1106,446,14,2,12135.85
1107,446,34,2,13482.67
1108,447,46,1,11465.14
1109,447,18,1,9969.76
1110,448,45,1,13156.42
1111,448,24,3,3785.44
1112,448,30,1,9883.26
1113,448,48,3,7688.79
1114,449,5,2,1541.37
1115,449,38,3,6419.08
1116,449,37,1,2419.69
1117,449,4,1,8918.81
1118,450,26,2,10316.52
1119,450,45,2,13156.42
1120,450,48,2,7688.79
1121,451,9,3,12170.04
1122,451,50,1,14309.47
1123,452,30,3,9883.26
1124,452,21,2,5647.19
1125,452,27,1,12353.77
1126,452,8,2,3423.54
1127,453,6,1,9089.98
1128,454,14,2,12135.85
1129,455,23,3,9579.43
1130,455,26,1,10316.52
1131,456,2,2,2222.14
1132,456,26,3,10316.52
1133,457,30,1,9883.26
1134,458,50,1,14309.47
1135,459,24,1,3785.44
1136,459,44,3,2498.64
1137,459,41,3,10252.21
1138,459,42,2,13289.11
1139,460,13,3,12735.29
1140,461,22,1,4114.62
1141,462,11,3,2458.87
1142,463,32,2,3812.42
1143,463,2,1,2222.14
1144,463,25,2,4158.73
1145,463,44,1,2498.64
1146,464,10,3,10517.37
1147,464,3,2,11148.92
1148,464,40,2,3883.5
1149,464,16,2,8347.8
1150,465,18,2,9969.76
1151,466,41,1,10252.21
1152,466,35,2,3406.91
1153,467,23,2,9579.43
1154,467,37,2,2419.69
1155,467,33,1,4051.71
1156,467,21,1,5647.19
1157,468,50,2,14309.47
1158,469,34,1,13482.67
1159,469,23,1,9579.43
1160,469,50,1,14309.47
1161,469,38,1,6419.08
1162,470,49,1,5702.62
1163,471,23,2,9579.43
1164,471,12,3,1527.28
1165,471,16,3,8347.8
1166,471,38,2,6419.08
1167,472,37,2,2419.69
1168,472,10,3,10517.37
1169,472,13,2,12735.29
1170,473,4,1,8918.81
1171,474,1,1,11162.02
1172,474,22,2,4114.62
1173,474,40,3,3883.5
1174,474,13,1,12735.29
1175,475,38,1,6419.08
1176,475,46,1,11465.14
1177,476,24,3,3785.44
1178,477,22,2,4114.62
1179,478,47,3,13077.2
1180,478,28,2,4125.95
1181,479,15,1,2003.67
1182,479,43,2,5201.61
1183,479,38,2,6419.08
1184,480,12,1,1527.28
1185,480,47,3,13077.2
1186,481,12,3,1527.28
1187,482,41,1,10252.21
1188,482,37,2,2419.69
1189,483,16,2,8347.8
1190,484,46,3,11465.14
1191,485,29,1,13164.06
1192,485,1,1,11162.02
1193,485,17,3,8723.68
1194,486,47,1,13077.2
1195,487,11,2,2458.87
1196,487,27,3,12353.77
1197,487,32,2,3812.42
1198,487,25,1,4158.73
1199,488,11,1,2458.87
1200,488,29,1,13164.06
1201,489,7,1,10782.89
1202,489,5,2,1541.37
1203,489,22,1,4114.62
1204,490,22,3,4114.62
1205,491,28,3,4125.95
1206,492,11,1,2458.87
1207,492,4,1,8918.81
1208,492,7,2,10782.89
1209,492,22,3,4114.62
1210,493,43,1,5201.61
1211,493,19,1,12851.47
1212,493,20,1,4277.91
1213,494,10,2,10517.37
1214,494,4,1,8918.81
1215,494,24,2,3785.44
1216,494,1,3,11162.02
1217,495,7,1,10782.89
1218,495,2,1,2222.14
1219,496,31,1,6963.95
1220,497,32,3,3812.42
1221,497,43,3,5201.61
1222,497,17,2,8723.68
1223,497,6,1,9089.98
1224,498,12,2,1527.28
1225,498,29,2,13164.06
1226,498,3,2,11148.92
1227,499,37,3,2419.69
1228,499,4,3,8918.81
1229,499,10,1,10517.37
1230,500,49,1,5702.62
1231,500,38,2,6419.08
1232,500,15,3,2003.67
1233,500,36,2,7478.71
1234,501,37,1,2419.69
1235,501,16,2,8347.8
1236,501,31,3,6963.95
1237,501,20,1,4277.91
1238,502,8,2,3423.54
1239,502,49,1,5702.62
1240,503,9,2,12170.04
1241,503,3,1,11148.92
1242,504,39,2,5817.05
1243,504,17,3,8723.68
1244,505,36,2,7478.71
1245,505,21,1,5647.19
1246,505,18,3,9969.76
1247,505,34,3,13482.67
1248,506,8,3,3423.54
1249,506,27,3,12353.77
1250,506,10,1,10517.37
1251,506,37,1,2419.69
1252,507,35,2,3406.91
1253,507,23,2,9579.43
1254,507,27,3,12353.77
1255,508,3,1,11148.92
1256,508,12,3,1527.28
1257,508,18,3,9969.76
1258,508,26,3,10316.52
1259,509,22,3,4114.62
1260,509,45,2,13156.42
1261,509,16,2,8347.8
1262,509,4,2,8918.81
1263,510,20,3,4277.91
1264,510,18,3,9969.76
1265,510,32,1,3812.42
1266,511,50,2,14309.47
1267,511,21,3,5647.19
1268,511,18,3,9969.76
1269,511,47,1,13077.2
1270,512,48,2,7688.79
1271,512,32,1,3812.42
1272,512,49,3,5702.62
1273,512,34,1,13482.67
1274,513,9,1,12170.04
1275,513,50,1,14309.47
1276,513,34,1,13482.67
1277,513,37,1,2419.69
1278,514,4,2,8918.81
1279,514,24,2,3785.44
1280,514,46,2,11465.14
1281,514,13,3,12735.29
1282,515,44,1,2498.64
1283,516,12,2,1527.28
1284,516,31,2,6963.95
1285,516,38,1,6419.08
1286,516,36,2,7478.71
1287,517,19,1,12851.47
1288,518,15,1,2003.67
1289,518,42,3,13289.11
1290,519,33,1,4051.71
1291,519,2,2,2222.14
1292,519,50,1,14309.47
1293,519,44,3,2498.64
1294,520,15,2,2003.67
1295,521,46,2,11465.14
1296,521,42,2,13289.11
1297,521,18,2,9969.76
1298,522,20,2,4277.91
1299,522,44,3,2498.64
1300,522,34,1,13482.67
1301,522,40,1,3883.5
1302,523,36,3,7478.71
1303,523,42,2,13289.11
1304,523,39,2,5817.05
1305,524,22,2,4114.62
1306,525,17,3,8723.68
1307,525,42,2,13289.11
1308,525,46,1,11465.14
1309,526,4,2,8918.81
1310,526,39,3,5817.05
1311,527,42,2,13289.11
1312,528,26,3,10316.52
1313,528,25,3,4158.73
1314,528,48,3,7688.79
1315,528,3,1,11148.92
1316,529,44,3,2498.64
1317,529,35,2,3406.91
1318,530,11,1,2458.87
1319,530,43,2,5201.61
1320,530,36,1,7478.71
1321,531,47,1,13077.2
1322,531,36,3,7478.71
1323,531,49,2,5702.62
1324,532,15,2,2003.67
1325,532,48,2,7688.79
1326,532,20,2,4277.91
1327,533,8,3,3423.54
1328,533,31,3,6963.95
1329,533,4,3,8918.81
1330,533,41,1,10252.21
1331,534,44,2,2498.64
1332,535,10,1,10517.37
1333,536,10,1,10517.37
1334,536,21,2,5647.19
1335,536,46,2,11465.14
1336,536,12,3,1527.28
1337,537,1,2,11162.02
1338,538,37,1,2419.69
1339,538,49,2,5702.62
1340,539,40,3,3883.5
1341,539,28,2,4125.95
1342,540,25,1,4158.73
1343,540,1,3,11162.02
1344,540,3,2,11148.92
1345,540,35,1,3406.91
1346,541,2,1,2222.14
1347,541,44,3,2498.64
1348,542,20,2,4277.91
1349,542,9,3,12170.04
1350,542,7,3,10782.89
1351,543,20,2,4277.91
1352,544,28,2,4125.95
1353,544,44,2,2498.64
1354,544,9,2,12170.04
1355,545,2,1,2222.14
1356,545,15,3,2003.67
1357,545,47,1,13077.2
1358,545,9,3,12170.04
1359,546,46,2,11465.14
1360,546,42,3,13289.11
1361,546,3,2,11148.92
1362,547,39,1,5817.05
1363,548,4,3,8918.81
1364,549,8,3,3423.54
1365,549,36,1,7478.71
1366,549,17,1,8723.68
1367,549,31,3,6963.95
1368,550,27,3,12353.77
1369,550,43,3,5201.61
1370,550,7,2,10782.89
1371,551,27,3,12353.77
1372,551,7,3,10782.89
1373,552,7,2,10782.89
1374,553,34,3,13482.67
1375,553,13,2,12735.29
1376,553,23,2,9579.43
1377,554,14,1,12135.85
1378,554,45,1,13156.42
1379,554,31,1,6963.95
1380,554,22,3,4114.62
1381,555,10,1,10517.37
1382,555,6,3,9089.98
1383,555,50,3,14309.47
1384,555,33,1,4051.71
1385,556,19,1,12851.47
1386,556,17,1,8723.68
1387,556,30,1,9883.26
1388,556,4,2,8918.81
1389,557,28,1,4125.95
1390,557,48,1,7688.79
1391,557,8,1,3423.54
1392,558,22,2,4114.62
1393,558,23,3,9579.43
1394,559,24,2,3785.44
1395,560,30,2,9883.26
1396,560,18,2,9969.76
1397,560,25,3,4158.73
1398,560,45,1,13156.42
1399,561,11,1,2458.87
1400,562,37,3,2419.69
1401,562,44,2,2498.64
1402,562,29,2,13164.06
1403,562,12,3,1527.28
1404,563,31,1,6963.95
1405,563,32,2,3812.42
1406,564,42,3,13289.11
1407,564,21,3,5647.19
1408,564,1,3,11162.02
1409,565,43,3,5201.61
1410,565,22,3,4114.62
1411,566,28,3,4125.95
1412,567,43,2,5201.61
1413,567,44,1,2498.64
1414,567,42,3,13289.11
1415,568,33,2,4051.71
1416,568,31,1,6963.95
1417,569,16,1,8347.8
1418,569,22,3,4114.62
1419,569,18,1,9969.76
1420,570,16,3,8347.8
1421,570,6,2,9089.98
1422,570,30,1,9883.26
1423,570,29,2,13164.06
1424,571,48,2,7688.79
1425,571,42,2,13289.11
1426,571,2,1,2222.14
1427,571,7,3,10782.89
1428,572,39,3,5817.05
1429,573,42,2,13289.11
1430,573,43,2,5201.61
1431,574,30,3,9883.26
1432,574,22,3,4114.62
1433,575,46,1,11465.14
1434,575,29,3,13164.06
1435,575,8,1,3423.54
1436,576,36,3,7478.71
1437,576,34,1,13482.67
1438,576,24,1,3785.44
1439,577,7,1,10782.89
1440,577,17,1,8723.68
1441,577,40,2,3883.5
1442,577,13,1,12735.29
1443,578,46,1,11465.14
1444,578,22,2,4114.62
1445,579,50,2,14309.47
1446,580,32,3,3812.42
1447,580,1,3,11162.02
1448,581,38,1,6419.08
1449,581,31,3,6963.95
1450,581,33,3,4051.71
1451,581,50,1,14309.47
1452,582,25,3,4158.73
1453,583,33,3,4051.71
1454,583,25,3,4158.73
1455,583,27,1,12353.77
1456,584,19,1,12851.47
1457,584,29,2,13164.06
1458,584,9,3,12170.04
1459,585,45,3,13156.42
1460,585,36,3,7478.71
1461,585,21,3,5647.19
1462,586,40,2,3883.5
1463,586,46,3,11465.14
1464,587,46,1,11465.14
1465,587,42,3,13289.11
1466,588,46,2,11465.14
1467,588,8,3,3423.54
1468,588,49,2,5702.62
1469,589,44,2,2498.64
1470,589,48,1,7688.79
1471,589,35,3,3406.91
1472,589,19,1,12851.47
1473,590,43,1,5201.61
1474,591,19,2,12851.47
1475,591,44,1,2498.64
1476,592,14,1,12135.85
1477,592,49,2,5702.62
1478,592,35,2,3406.91
1479,593,48,3,7688.79
1480,593,42,2,13289.11
1481,594,45,2,13156.42
1482,594,43,2,5201.61
1483,594,4,2,8918.81
1484,595,1,3,11162.02
1485,596,15,2,2003.67
1486,596,41,3,10252.21
1487,596,46,3,11465.14
1488,596,42,3,13289.11
1489,597,19,1,12851.47
1490,597,29,3,13164.06
1491,598,48,1,7688.79
1492,598,33,2,4051.71
1493,599,9,2,12170.04
1494,599,11,1,2458.87
1495,599,38,2,6419.08
1496,600,3,2,11148.92
1497,600,10,3,10517.37
1498,601,32,2,3812.42
1499,601,37,1,2419.69
1500,601,36,3,7478.71
1501,602,34,3,13482.67
1502,602,5,1,1541.37
1503,603,6,3,9089.98
1504,603,23,2,9579.43
1505,603,15,2,2003.67
1506,603,14,2,12135.85
1507,604,36,1,7478.71
1508,604,49,3,5702.62
1509,604,42,2,13289.11
1510,604,1,2,11162.02
1511,605,3,2,11148.92
1512,605,44,2,2498.64
1513,606,2,2,2222.14
1514,606,34,3,13482.67
1515,606,50,3,14309.47
1516,607,42,3,13289.11
1517,607,13,1,12735.29
1518,607,21,1,5647.19
1519,608,41,1,10252.21
1520,609,44,1,2498.64
1521,609,28,1,4125.95
1522,610,42,1,13289.11
1523,610,5,1,1541.37
1524,610,48,2,7688.79
1525,610,44,3,2498.64
1526,611,4,1,8918.81
1527,612,17,2,8723.68
1528,612,27,2,12353.77
1529,613,2,1,2222.14
1530,613,25,3,4158.73
1531,613,44,1,2498.64
1532,614,49,3,5702.62
1533,615,23,3,9579.43
1534,616,39,2,5817.05
1535,616,6,2,9089.98
1536,616,19,2,12851.47
1537,617,35,1,3406.91
1538,617,15,3,2003.67
1539,618,41,3,10252.21
1540,618,10,3,10517.37
1541,618,20,3,4277.91
1542,619,36,3,7478.71
1543,620,37,3,2419.69
1544,621,20,1,4277.91
1545,622,14,3,12135.85
1546,622,27,1,12353.77
1547,622,42,1,13289.11
1548,623,13,3,12735.29
1549,623,8,3,3423.54
1550,623,12,1,1527.28
1551,624,42,3,13289.11
1552,624,36,1,7478.71
1553,624,5,2,1541.37
1554,624,19,1,12851.47
1555,625,22,3,4114.62
1556,625,23,1,9579.43
1557,625,9,1,12170.04
1558,625,43,2,5201.61
1559,626,21,2,5647.19
1560,626,32,2,3812.42
1561,627,37,2,2419.69
1562,627,24,2,3785.44
1563,628,15,3,2003.67
1564,628,46,3,11465.14
1565,629,9,2,12170.04
1566,629,44,2,2498.64
1567,629,47,2,13077.2
1568,630,32,1,3812.42
1569,630,36,3,7478.71
1570,630,7,3,10782.89
1571,631,35,2,3406.91
1572,631,13,3,12735.29
1573,632,2,3,2222.14
1574,633,50,3,14309.47
1575,633,38,2,6419.08
1576,633,14,3,12135.85
1577,633,3,3,11148.92
1578,634,24,1,3785.44
1579,634,26,3,10316.52
1580,635,30,3,9883.26
1581,635,33,1,4051.71
1582,636,43,1,5201.61
1583,637,29,1,13164.06
1584,637,11,3,2458.87
1585,638,48,2,7688.79
1586,638,47,2,13077.2
1587,639,15,1,2003.67
1588,639,5,1,1541.37
1589,639,17,3,8723.68
1590,639,24,1,3785.44
1591,640,25,1,4158.73
1592,640,31,1,6963.95
1593,640,30,3,9883.26
1594,641,48,3,7688.79
1595,641,17,3,8723.68
1596,641,38,1,6419.08
1597,642,38,3,6419.08
1598,642,42,2,13289.11
1599,642,5,2,1541.37
1600,643,23,3,9579.43
1601,643,32,1,3812.42
1602,643,31,3,6963.95
1603,644,5,3,1541.37
1604,644,33,2,4051.71
1605,645,24,3,3785.44
1606,645,39,1,5817.05
1607,646,47,3,13077.2
1608,646,8,2,3423.54
1609,646,31,2,6963.95
1610,647,2,3,2222.14
1611,647,16,3,8347.8
1612,647,3,1,11148.92
1613,647,9,1,12170.04
1614,648,4,2,8918.81
1615,648,11,1,2458.87
1616,649,47,3,13077.2
1617,650,14,2,12135.85
1618,651,11,1,2458.87
1619,651,15,3,2003.67
1620,651,27,1,12353.77
1621,651,39,3,5817.05
1622,652,47,2,13077.2
1623,652,44,2,2498.64
1624,653,25,1,4158.73
1625,653,9,1,12170.04
1626,654,10,2,10517.37
1627,654,39,3,5817.05
1628,654,7,3,10782.89
1629,654,12,1,1527.28
1630,655,6,2,9089.98
1631,656,50,3,14309.47
1632,657,24,2,3785.44
1633,657,3,1,11148.92
1634,657,45,2,13156.42
1635,657,34,2,13482.67
1636,658,28,1,4125.95
1637,659,6,3,9089.98
1638,659,19,3,12851.47
1639,660,46,3,11465.14
1640,661,34,1,13482.67
1641,662,27,1,12353.77
1642,662,24,2,3785.44
1643,662,7,3,10782.89
1644,663,37,3,2419.69
1645,663,24,2,3785.44
1646,663,40,1,3883.5
1647,663,18,2,9969.76
1648,664,12,2,1527.28
1649,664,24,2,3785.44
1650,664,36,3,7478.71
1651,664,31,2,6963.95
1652,665,43,3,5201.61
1653,665,8,1,3423.54
1654,666,7,3,10782.89
1655,666,14,2,12135.85
1656,667,11,2,2458.87
1657,668,10,2,10517.37
1658,669,17,1,8723.68
1659,670,47,2,13077.2
1660,671,46,1,11465.14
1661,671,39,3,5817.05
1662,671,4,2,8918.81
1663,672,13,3,12735.29
1664,672,3,3,11148.92
1665,672,39,3,5817.05
1666,673,24,1,3785.44
1667,674,6,2,9089.98
1668,674,18,2,9969.76
1669,675,34,3,13482.67
1670,675,1,3,11162.02
1671,676,47,2,13077.2
1672,676,36,2,7478.71
1673,676,38,2,6419.08
1674,677,30,3,9883.26
1675,677,26,1,10316.52
1676,678,36,1,7478.71
1677,679,33,2,4051.71
1678,680,45,3,13156.42
1679,680,29,2,13164.06
1680,680,25,1,4158.73
1681,681,44,2,2498.64
1682,681,30,1,9883.26
1683,681,38,2,6419.08
1684,681,2,1,2222.14
1685,682,44,1,2498.64
1686,682,45,2,13156.42
1687,683,45,2,13156.42
1688,684,44,3,2498.64
1689,684,48,1,7688.79
1690,684,22,2,4114.62
1691,684,5,2,1541.37
1692,685,12,1,1527.28
1693,685,48,2,7688.79
1694,685,44,3,2498.64
1695,686,17,1,8723.68
1696,686,14,1,12135.85
1697,687,10,1,10517.37
1698,687,50,1,14309.47
1699,687,7,3,10782.89
1700,688,49,3,5702.62
1701,689,40,3,3883.5
1702,689,21,2,5647.19
1703,689,32,2,3812.42
1704,690,26,3,10316.52
1705,690,15,1,2003.67
1706,690,49,1,5702.62
1707,691,35,2,3406.91
1708,691,3,3,11148.92
1709,691,33,1,4051.71
1710,691,23,2,9579.43
1711,692,21,1,5647.19
1712,692,45,2,13156.42
1713,692,1,3,11162.02
1714,692,44,1,2498.64
1715,693,12,1,1527.28
1716,693,36,2,7478.71
1717,693,17,2,8723.68
1718,694,32,1,3812.42
1719,694,28,2,4125.95
1720,695,26,1,10316.52
1721,695,18,3,9969.76
1722,695,29,1,13164.06
1723,696,47,2,13077.2
1724,697,13,1,12735.29
1725,697,10,1,10517.37
1726,697,48,2,7688.79
1727,697,31,2,6963.95
1728,698,32,3,3812.42
1729,698,20,3,4277.91
1730,698,17,1,8723.68
1731,699,4,2,8918.81
1732,699,14,2,12135.85
1733,700,17,3,8723.68
1734,700,24,2,3785.44
1735,700,36,2,7478.71
1736,701,44,3,2498.64
1737,701,39,3,5817.05
1738,701,13,3,12735.29
1739,702,23,3,9579.43
1740,702,21,2,5647.19
1741,702,44,3,2498.64
1742,703,40,1,3883.5
1743,703,19,1,12851.47
1744,703,30,3,9883.26
1745,703,41,2,10252.21
1746,704,5,1,1541.37
1747,704,6,2,9089.98
1748,704,11,2,2458.87
1749,704,22,3,4114.62
1750,705,18,3,9969.76
1751,705,29,3,13164.06
1752,705,50,3,14309.47
1753,705,24,2,3785.44
1754,706,9,3,12170.04
1755,707,14,1,12135.85
1756,708,31,3,6963.95
1757,709,34,2,13482.67
1758,709,49,3,5702.62
1759,709,6,1,9089.98
1760,709,7,1,10782.89
1761,710,20,2,4277.91
1762,710,15,2,2003.67
1763,710,16,3,8347.8
1764,710,48,1,7688.79
1765,711,2,3,2222.14
1766,711,3,2,11148.92
1767,712,35,1,3406.91
1768,712,18,3,9969.76
1769,712,36,3,7478.71
1770,712,29,1,13164.06
1771,713,34,2,13482.67
1772,713,41,2,10252.21
1773,713,35,3,3406.91
1774,713,20,1,4277.91
1775,714,27,2,12353.77
1776,714,17,1,8723.68
1777,714,10,1,10517.37
1778,715,23,2,9579.43
1779,715,19,3,12851.47
1780,716,49,2,5702.62
1781,716,31,2,6963.95
1782,716,20,3,4277.91
1783,716,1,1,11162.02
1784,717,27,2,12353.77
1785,717,36,2,7478.71
1786,718,25,2,4158.73
1787,718,15,3,2003.67
1788,718,17,1,8723.68
1789,718,6,3,9089.98
1790,719,19,3,12851.47
1791,719,42,2,13289.11
1792,719,48,2,7688.79
1793,720,9,1,12170.04
1794,720,19,3,12851.47
1795,721,45,1,13156.42
1796,721,40,2,3883.5
1797,721,32,1,3812.42
1798,722,12,1,1527.28
1799,723,47,1,13077.2
1800,723,1,1,11162.02
1801,723,15,2,2003.67
1802,723,6,1,9089.98
1803,724,24,2,3785.44
1804,724,30,1,9883.26
1805,724,45,1,13156.42
1806,724,3,1,11148.92
1807,725,35,2,3406.91
1808,726,25,3,4158.73
1809,726,1,1,11162.02
1810,726,8,2,3423.54
1811,727,48,1,7688.79
1812,727,3,2,11148.92
1813,728,31,3,6963.95
1814,728,25,2,4158.73
1815,729,48,3,7688.79
1816,730,41,1,10252.21
1817,730,20,3,4277.91
1818,730,13,1,12735.29
1819,730,24,1,3785.44
1820,731,1,3,11162.02
1821,731,11,1,2458.87
1822,731,18,2,9969.76
1823,732,38,3,6419.08
1824,733,24,1,3785.44
1825,733,50,1,14309.47
1826,734,49,1,5702.62
1827,734,41,2,10252.21
1828,734,4,3,8918.81
1829,735,9,2,12170.04
1830,736,29,1,13164.06
1831,736,47,3,13077.2
1832,736,13,2,12735.29
1833,737,3,2,11148.92
1834,737,32,3,3812.42
1835,737,46,2,11465.14
1836,738,37,3,2419.69
1837,738,12,2,1527.28
1838,739,39,1,5817.05
1839,739,36,3,7478.71
1840,739,11,1,2458.87
1841,740,35,1,3406.91
1842,740,24,3,3785.44
1843,740,30,3,9883.26
1844,741,40,2,3883.5
1845,742,47,3,13077.2
1846,742,5,2,1541.37
1847,742,43,1,5201.61
1848,743,40,2,3883.5
1849,743,19,2,12851.47
1850,744,34,3,13482.67
1851,745,12,1,1527.28
1852,745,3,1,11148.92
1853,746,37,3,2419.69
1854,747,4,3,8918.81
1855,747,24,3,3785.44
1856,747,15,1,2003.67
1857,748,42,1,13289.11
1858,748,32,2,3812.42
1859,749,24,2,3785.44
1860,749,46,3,11465.14
1861,749,4,1,8918.81
1862,749,40,3,3883.5
1863,750,14,3,12135.85
1864,751,35,1,3406.91
1865,751,25,1,4158.73
1866,752,36,3,7478.71
1867,752,48,2,7688.79
1868,753,44,3,2498.64
1869,753,30,2,9883.26
1870,753,45,1,13156.42
1871,754,33,3,4051.71
1872,754,22,3,4114.62
1873,754,43,2,5201.61
1874,754,11,2,2458.87
1875,755,24,3,3785.44
1876,755,27,2,12353.77
1877,755,49,3,5702.62
1878,756,25,3,4158.73
1879,756,50,3,14309.47
1880,757,29,1,13164.06
1881,757,26,2,10316.52
1882,757,1,3,11162.02
1883,757,47,1,13077.2
1884,758,1,1,11162.02
1885,758,20,2,4277.91
1886,758,15,1,2003.67
1887,759,36,3,7478.71
1888,759,33,1,4051.71
1889,759,37,1,2419.69
1890,760,9,2,12170.04
1891,760,17,3,8723.68
1892,761,6,3,9089.98
1893,761,37,1,2419.69
1894,761,26,3,10316.52
1895,762,12,1,1527.28
1896,762,32,3,3812.42
1897,762,45,3,13156.42
1898,762,37,2,2419.69
1899,763,6,2,9089.98
1900,763,50,2,14309.47
1901,763,4,2,8918.81
1902,763,22,1,4114.62
1903,764,41,3,10252.21
1904,765,21,3,5647.19
1905,766,10,3,10517.37
1906,766,4,3,8918.81
1907,767,15,2,2003.67
1908,768,9,1,12170.04
1909,768,22,2,4114.62
1910,769,17,2,8723.68
1911,769,6,3,9089.98
1912,769,26,1,10316.52
1913,769,33,1,4051.71
1914,770,26,3,10316.52
1915,770,42,3,13289.11
1916,770,37,3,2419.69
1917,770,13,3,12735.29
1918,771,50,3,14309.47
1919,771,28,3,4125.95
1920,771,21,1,5647.19
1921,772,24,2,3785.44
1922,772,23,3,9579.43
1923,772,13,3,12735.29
1924,772,21,1,5647.19
1925,773,40,2,3883.5
1926,773,29,1,13164.06
1927,773,10,1,10517.37
1928,774,49,1,5702.62
1929,774,47,1,13077.2
1930,775,19,2,12851.47
1931,775,1,3,11162.02
1932,776,2,3,2222.14
1933,776,22,1,4114.62
1934,776,14,1,12135.85
1935,776,48,3,7688.79
1936,777,40,3,3883.5
1937,777,47,3,13077.2
1938,777,10,1,10517.37
1939,777,45,2,13156.42
1940,778,17,1,8723.68
1941,779,4,1,8918.81
1942,779,30,1,9883.26
1943,779,42,2,13289.11
1944,780,7,3,10782.89
1945,780,2,2,2222.14
1946,780,19,1,12851.47
1947,781,21,2,5647.19
1948,782,13,2,12735.29
1949,782,33,3,4051.71
1950,783,34,2,13482.67
1951,783,20,2,4277.91
1952,784,23,3,9579.43
1953,785,16,1,8347.8
1954,785,33,3,4051.71
1955,785,18,2,9969.76
1956,786,36,2,7478.71
1957,787,43,2,5201.61
1958,787,9,3,12170.04
1959,787,6,3,9089.98
1960,787,47,3,13077.2
1961,788,16,2,8347.8
1962,788,37,3,2419.69
1963,788,10,2,10517.37
1964,788,28,2,4125.95
1965,789,38,3,6419.08
1966,789,35,1,3406.91
1967,790,28,1,4125.95
1968,790,50,3,14309.47
1969,791,5,3,1541.37
1970,791,36,1,7478.71
1971,791,35,1,3406.91
1972,792,47,2,13077.2
1973,792,2,2,2222.14
1974,793,10,1,10517.37
1975,793,50,1,14309.47
1976,793,13,1,12735.29
1977,794,39,1,5817.05
1978,794,37,3,2419.69
1979,794,40,1,3883.5
1980,795,6,2,9089.98
1981,795,45,1,13156.42
1982,795,50,3,14309.47
1983,796,12,2,1527.28
1984,796,25,1,4158.73
1985,796,32,1,3812.42
1986,797,49,1,5702.62
1987,797,1,3,11162.02
1988,797,18,3,9969.76
1989,797,27,1,12353.77
1990,798,29,2,13164.06
1991,798,40,3,3883.5
1992,799,28,1,4125.95
1993,799,26,3,10316.52
1994,800,26,3,10316.52
1995,800,40,3,3883.5
1996,800,48,3,7688.79
